% Model:              refrencia.mph
% Version:            COMSOL 6.2.0.290
% Date:               Jul 7 2026, 19:57
% Table:              Table 2 - Global Evaluation 1
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Corrente de curto (A)                             Queda de tensao (V)                               Corrente de curto sem limitador (A)               Tensao da rede (V)
50                                                1.4                                               200                                               1780                                              0.15483333333333332                               -45.726752783365825                               66.11268459360272                                 -73.75756999446328                                173.9624972297984
50                                                1.4                                               200                                               1780                                              0.155                                             -48.47859079470862                                56.47440289303989                                 -72.4229166730417                                 170.8146220388455
50                                                1.4                                               200                                               1780                                              0.15516666666666667                               -50.59208905631908                                47.66756381250748                                 -70.80244318639492                                166.9926195724829
50                                                1.4                                               200                                               1780                                              0.15533333333333332                               -52.119464310886706                               39.584094132234036                                -68.90254480305134                                162.51157352833968
50                                                1.4                                               200                                               1780                                              0.1555                                            -53.09792552700943                                32.15391848353686                                 -66.73071955394813                                157.3891685479548
50                                                1.4                                               200                                               1780                                              0.15566666666666668                               -53.59236548549443                                25.244198399937115                                -64.29553864113102                                151.64562042358185
50                                                1.4                                               200                                               1780                                              0.15583333333333332                               -53.64896567841251                                18.768678694180082                                -61.60661261113574                                145.303596315693
50                                                1.4                                               200                                               1780                                              0.156                                             -53.29673136219224                                12.683977468929978                                -58.67455342654777                                138.3881252960434
50                                                1.4                                               200                                               1780                                              0.15616666666666668                               -52.56344769432844                                6.95185365031899                                  -55.51093258543886                                130.92649956937078
50                                                1.4                                               200                                               1780                                              0.15633333333333332                               -51.49197478268737                                1.5006662403598316                                -52.12823545394835                                122.94816676352674
50                                                1.4                                               200                                               1780                                              0.1565                                            -50.11110661664701                                -3.70601060697969                                 -48.53981199224617                                114.4846137131406
50                                                1.4                                               200                                               1780                                              0.15666666666666668                               -48.44237853963771                                -8.685567760157712                                -44.75982406834128                                105.5692421954735
50                                                1.4                                               200                                               1780                                              0.15683333333333332                               -46.51649489381898                                -13.47523870498816                                -40.80318956765804                                96.23723710886203
50                                                1.4                                               200                                               1780                                              0.157                                             -44.37143390155666                                -18.12776863096707                                -36.68552351895402                                86.52542761399013
50                                                1.4                                               200                                               1780                                              0.15716666666666668                               -41.97997203837879                                -22.540620835913074                               -32.4230764689426                                 76.4721417860346
50                                                1.4                                               200                                               1780                                              0.15733333333333333                               -39.4125978623643                                 -26.840371892697522                               -28.032670348803872                               66.11705535125027
50                                                1.4                                               200                                               1780                                              0.1575                                            -36.689542529961614                               -31.033871633522146                               -23.5316320857063                                 55.50103510500158
50                                                1.4                                               200                                               1780                                              0.15766666666666668                               -33.830305870765486                               -35.12521521741529                                -18.93772522134653                                44.66597762920446
50                                                1.4                                               200                                               1780                                              0.15783333333333333                               -30.845234576870943                               -39.09604503494107                                -14.269079807362306                               33.65464394565024
50                                                1.4                                               200                                               1780                                              0.158                                             -27.780650128995358                               -43.01215690360204                                -9.544120854300367                                22.510490757785583
50                                                1.4                                               200                                               1780                                              0.15816666666666668                               -24.61625845392021                                -46.78170492078117                                -4.781495616520562                                11.277498946964927
50                                                1.4                                               200                                               1780                                              0.15833333333333333                               -21.44856528579397                                -50.587973266920294                               -0.0000000000009888049563031830                   0.000000000002332167118366508
50                                                1.4                                               200                                               1780                                              0.1585                                            -18.28024200137055                                -54.392755438768056                               4.78149561652021                                  -11.277498946964092
50                                                1.4                                               200                                               1780                                              0.15866666666666668                               -15.231241815888284                               -58.43446252640127                                9.544120854300017                                 -22.510490757784755
50                                                1.4                                               200                                               1780                                              0.15883333333333333                               -12.380202693522063                               -62.85423629851109                                14.269079807360896                                -33.65464394564691
50                                                1.4                                               200                                               1780                                              0.159                                             -9.50814675710198                                 -67.09162090916722                                18.937725221345666                                -44.665977629202416
50                                                1.4                                               200                                               1780                                              0.15916666666666668                               -6.692305800177485                                -71.28531635656104                                23.531632085705454                                -55.50103510499957
50                                                1.4                                               200                                               1780                                              0.15933333333333333                               -3.958635683212716                                -75.45378036979596                                28.032670348802533                                -66.11705535124712
50                                                1.4                                               200                                               1780                                              0.1595                                            -1.3916179440322918                               -79.75437210831572                                32.42307646894228                                 -76.47214178603384
50                                                1.4                                               200                                               1780                                              0.15966666666666668                               0.8857113151185969                                -84.43641421218824                                36.68552351895371                                 -86.5254276139894
50                                                1.4                                               200                                               1780                                              0.15983333333333333                               3.0397673532966625                                -89.06772867986838                                40.80318956765637                                 -96.23723710885808
50                                                1.4                                               200                                               1780                                              0.16                                              5.0727337656306455                                -93.60483727110683                                44.759824068341                                   -105.56924219547284
50                                                1.4                                               200                                               1780                                              0.16016666666666668                               6.91884186821545                                  -98.16603096396324                                48.5398119922459                                  -114.48461371313996
50                                                1.4                                               200                                               1780                                              0.16033333333333333                               8.472403492761583                                 -102.96539795416804                               52.128235453947305                                -122.94816676352428
50                                                1.4                                               200                                               1780                                              0.1605                                            9.901572370662514                                 -107.57293387799248                               55.51093258543824                                 -130.92649956936935
50                                                1.4                                               200                                               1780                                              0.16066666666666668                               11.243057650471108                                -111.87057075185946                               58.6745534265472                                  -138.38812529604203
50                                                1.4                                               200                                               1780                                              0.16083333333333333                               12.459009919915                                   -115.91813149029149                               61.6066126111349                                  -145.303596315691
50                                                1.4                                               200                                               1780                                              0.161                                             13.581140469092494                                -119.61353054576468                               64.2955386411308                                  -151.6456204235814
50                                                1.4                                               200                                               1780                                              0.16116666666666668                               14.553561693039711                                -123.06355375479868                               66.7307195539477                                  -157.38916854795377
50                                                1.4                                               200                                               1780                                              0.16133333333333333                               15.467074401161197                                -126.0313737621709                                68.90254480305074                                 -162.51157352833826
50                                                1.4                                               200                                               1780                                              0.1615                                            16.28118086847992                                 -128.59229155268213                               70.80244318639481                                 -166.99261957248262
50                                                1.4                                               200                                               1780                                              0.16166666666666668                               17.044143636518875                                -130.61479183328427                               72.42291667304161                                 -170.81462203884524
50                                                1.4                                               200                                               1780                                              0.16183333333333333                               17.77889526669411                                 -132.02970282220898                               73.75756999446293                                 -173.96249722979755
50                                                1.4                                               200                                               1780                                              0.162                                             18.480306740305366                                -132.83669845116947                               74.80113588374488                                 -176.4238219200897
50                                                1.4                                               200                                               1780                                              0.16216666666666668                               19.137705398602165                                -133.05123722408038                               75.54949586308204                                 -178.18888238564062
50                                                1.4                                               200                                               1780                                              0.16233333333333333                               19.765437831946095                                -132.6325157955392                                75.99969649752904                                 -179.25071273917206
50                                                1.4                                               200                                               1780                                              0.1625                                            20.367656633809286                                -131.56654941792718                               76.14996105085896                                 -179.60512242138307
50                                                1.4                                               200                                               1780                                              0.16266666666666668                               20.93598731899342                                 -129.87169121966053                               75.99969649752909                                 -179.25071273917217
50                                                1.4                                               200                                               1780                                              0.16283333333333333                               21.47009664736075                                 -127.55012586450849                               75.54949586308211                                 -178.1888823856408
50                                                1.4                                               200                                               1780                                              0.163                                             21.977636873852582                                -124.5879955219034                                74.801135883745                                   -176.42382192008998
50                                                1.4                                               200                                               1780                                              0.16316666666666668                               22.468460006550945                                -120.96902941434703                               73.75756999446308                                 -173.96249722979792
50                                                1.4                                               200                                               1780                                              0.16333333333333333                               22.939792983118565                                -116.7094817315189                                72.42291667304178                                 -170.8146220388457
50                                                1.4                                               200                                               1780                                              0.1635                                            23.38894964172011                                 -111.82811120322617                               70.80244318639504                                 -166.99261957248316
50                                                1.4                                               200                                               1780                                              0.16366666666666668                               23.813341202895142                                -106.34610734836762                               68.90254480305101                                 -162.5115735283389
50                                                1.4                                               200                                               1780                                              0.16383333333333333                               24.21048636853105                                 -100.2870071273191                                66.73071955394799                                 -157.38916854795448
50                                                1.4                                               200                                               1780                                              0.164                                             24.578020998062065                                -93.6766023267244                                 64.29553864113116                                 -151.64562042358222
50                                                1.4                                               200                                               1780                                              0.16416666666666668                               24.91370732368967                                 -86.54283804224669                                61.606612611135255                                -145.3035963156919
50                                                1.4                                               200                                               1780                                              0.16433333333333333                               25.21544266824064                                 -78.91570265994973                                58.67455342654761                                 -138.388125296043
50                                                1.4                                               200                                               1780                                              0.1645                                            25.481267631240218                                -70.82710977054523                                55.51093258543868                                 -130.92649956937038
50                                                1.4                                               200                                               1780                                              0.16466666666666668                               25.709373710877255                                -62.310772482584866                               52.12823545394776                                 -122.94816676352536
50                                                1.4                                               200                                               1780                                              0.16483333333333333                               25.89811033176583                                 -53.40207063064769                                48.53981199224637                                 -114.4846137131411
50                                                1.4                                               200                                               1780                                              0.165                                             26.045991250751403                                -44.13791140263039                                44.759824068341516                                -105.56924219547405
50                                                1.4                                               200                                               1780                                              0.16516666666666668                               26.15170031546524                                 -34.5565839362417                                 40.80318956765736                                 -96.23723710886044
50                                                1.4                                               200                                               1780                                              0.16533333333333333                               26.21409655288563                                 -24.6976084585419                                 36.68552351895427                                 -86.52542761399071
50                                                1.4                                               200                                               1780                                              0.1655                                            26.232218567808015                                -14.601580563964584                               32.423076468943826                                -76.4721417860352
50                                                1.4                                               200                                               1780                                              0.16566666666666668                               26.205288233850425                                -4.3100112454122534                               28.032670348804135                                -66.11705535124852
50                                                1.4                                               200                                               1780                                              0.16583333333333333                               26.14780681702326                                 6.170434973435284                                 23.531632085706057                                -55.501035105001
50                                                1.4                                               200                                               1780                                              0.166                                             26.04928136984043                                 16.77311314451978                                 18.937725221346277                                -44.665977629203866
50                                                1.4                                               200                                               1780                                              0.16616666666666668                               25.906059339217407                                27.446647438705813                                14.26907980736152                                 -33.65464394564838
50                                                1.4                                               200                                               1780                                              0.16633333333333333                               25.716905213401635                                38.14466710982248                                 9.544120854300644                                 -22.510490757786233
50                                                1.4                                               200                                               1780                                              0.1665                                            25.481520057199823                                48.822486216515706                                4.781495616520841                                 -11.277498946965585
50                                                1.4                                               200                                               1780                                              0.16666666666666669                               25.200045498795568                                59.43610731215882                                 0.0000000000001865136121122601                    -0.0000000000004399056765676306
50                                                1.4                                               200                                               1780                                              0.16683333333333333                               24.872896701559004                                69.94200245306902                                 -4.78149561651993                                 11.277498946963433
50                                                1.4                                               200                                               1780                                              0.167                                             24.50070494692509                                 80.29715342546027                                 -9.544120854299738                                22.510490757784098
50                                                1.4                                               200                                               1780                                              0.16716666666666669                               24.08429641211268                                 90.4591773405031                                  -14.269079807361683                               33.65464394564877
50                                                1.4                                               200                                               1780                                              0.16733333333333333                               23.624682578931726                                100.38647896894057                                -18.937725221345918                               44.66597762920301
50                                                1.4                                               200                                               1780                                              0.1675                                            23.12305406225506                                 110.03840975754744                                -23.531632085705706                               55.50103510500016
50                                                1.4                                               200                                               1780                                              0.16766666666666669                               22.580775121555043                                119.37542638794513                                -28.032670348803286                               66.1170553512489
50                                                1.4                                               200                                               1780                                              0.16783333333333333                               21.999377953091702                                128.3592460725395                                 -32.42307646894202                                76.47214178603325
50                                                1.4                                               200                                               1780                                              0.16799999999999998                               21.380556475992645                                136.9529972452218                                 -36.685523518953                                  86.5254276139877
50                                                1.4                                               200                                               1780                                              0.1681666666666667                                20.701053490451976                                145.06215041276857                                -40.80318956765706                                96.2372371088597
50                                                1.4                                               200                                               1780                                              0.16833333333333333                               19.94969413749321                                 152.62202079690275                                -44.75982406834077                                105.5692421954723
50                                                1.4                                               200                                               1780                                              0.16849999999999998                               19.129506775001758                                159.60292183532022                                -48.539811992244836                               114.48461371313748
50                                                1.4                                               200                                               1780                                              0.1686666666666667                                18.224497175457383                                165.93194510164014                                -52.12823545394789                                122.94816676352566
50                                                1.4                                               200                                               1780                                              0.16883333333333334                               17.211676364408046                                171.52146768028078                                -55.51093258543843                                130.92649956936978
50                                                1.4                                               200                                               1780                                              0.16899999999999998                               16.08335361876093                                 176.32186361686124                                -58.67455342654669                                138.3881252960408
50                                                1.4                                               200                                               1780                                              0.1691666666666667                                14.761766937933858                                180.12027805073328                                -61.60661261113537                                145.30359631569212
50                                                1.4                                               200                                               1780                                              0.16933333333333334                               13.144899843145856                                182.64880562505792                                -64.29553864113068                                151.64562042358105
50                                                1.4                                               200                                               1780                                              0.16949999999999998                               11.105813534460514                                183.58302304137328                                -66.7307195539473                                 157.38916854795283
50                                                1.4                                               200                                               1780                                              0.1696666666666667                                8.601852524489928                                 182.79965712538547                                -68.90254480305084                                162.51157352833852
50                                                1.4                                               200                                               1780                                              0.16983333333333334                               5.4155258513094875                                179.7655241160704                                 -70.8024431863945                                 166.99261957248189
50                                                1.4                                               200                                               1780                                              0.16999999999999998                               1.2655280916719716                                173.79946043791668                                -72.42291667304134                                170.81462203884465
50                                                1.4                                               200                                               1780                                              0.1701666666666667                                -3.704498981165593                                165.22517177564922                                -73.75756999446325                                173.96249722979834
50                                                1.4                                               200                                               1780                                              0.17033333333333334                               -9.543292665037237                                153.91528450583772                                -74.80113588374492                                176.42382192008984
50                                                1.4                                               200                                               1780                                              0.17049999999999998                               -15.575512252100115                               141.45292420247281                                -75.54949586308192                                178.18888238564037
50                                                1.4                                               200                                               1780                                              0.1706666666666667                                -22.006560241244276                               127.34666851303749                                -75.9996964975291                                 179.2507127391722
50                                                1.4                                               200                                               1780                                              0.17083333333333334                               -28.187859972688045                               113.12204125722884                                -76.14996105085896                                179.60512242138307
50                                                1.4                                               200                                               1780                                              0.17099999999999999                               -33.75657433538853                                99.63342098527743                                 -75.99969649752916                                179.25071273917237
50                                                1.4                                               200                                               1780                                              0.1711666666666667                                -38.59369543572731                                87.16289500794672                                 -75.54949586308207                                178.1888823856407
50                                                1.4                                               200                                               1780                                              0.17133333333333334                               -42.70194374268125                                75.7082374641379                                  -74.80113588374518                                176.42382192009038
50                                                1.4                                               200                                               1780                                              0.17149999999999999                               -46.08718322528401                                65.26258365130712                                 -73.75756999446328                                173.9624972297984
50                                                1.4                                               200                                               1780                                              0.1716666666666667                                -48.78264512910427                                55.75726902720021                                 -72.42291667304136                                170.8146220388447
50                                                1.4                                               200                                               1780                                              0.17183333333333334                               -50.84815114124083                                47.06362309507066                                 -70.80244318639495                                166.99261957248294
50                                                1.4                                               200                                               1780                                              0.172                                             -52.331329773298926                               39.08439430588755                                 -68.90254480305136                                162.5115735283397
50                                                1.4                                               200                                               1780                                              0.1721666666666667                                -53.27062835327899                                31.74658653186272                                 -66.73071955394761                                157.38916854795357
50                                                1.4                                               200                                               1780                                              0.17233333333333334                               -53.74241163537562                                24.89030383786092                                 -64.2955386411313                                 151.64562042358253
50                                                1.4                                               200                                               1780                                              0.1725                                            -53.79503105900337                                18.42417306081581                                 -61.60661261113606                                145.30359631569377
50                                                1.4                                               200                                               1780                                              0.1726666666666667                                -53.416561999991366                               12.40134835034869                                 -58.67455342654744                                138.3881252960426
