% Model:              Simulacao_20260527 - OTIMIZACAO.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 28 2026, 17:10
% Table:              Table 5 - Global Evaluation 1
% H (cm)                                          W (cm)                                            N_DC                                              N_AC                                              Time (s)                                          Campo B (T)                                       Permeabilidade Relativa (1)
35                                                2.5                                               200                                               500                                               0.019999999999999997                              1.920480488455098                                 40.09321942318902
35                                                2.5                                               200                                               500                                               0.02333333333333333                               1.9080194743771455                                44.01183259114459
35                                                2.5                                               200                                               500                                               0.026666666666666665                              1.8399753700298047                                58.23597176885548
35                                                2.5                                               200                                               500                                               0.03                                              1.814733859620369                                 65.08658840922553
35                                                2.5                                               200                                               500                                               0.03333333333333333                               1.8725345914039724                                51.464436510909884
35                                                2.5                                               200                                               500                                               0.03666666666666667                               1.9204804929722312                                40.093218137558175
35                                                2.5                                               200                                               500                                               0.039999999999999994                              1.908019474649805                                 44.01183249640638
35                                                2.5                                               200                                               500                                               0.04333333333333333                               1.8399753700423944                                58.23597176584018
35                                                2.5                                               200                                               500                                               0.04666666666666666                               1.8147338596208118                                65.08658840908936
35                                                2.5                                               200                                               500                                               0.049999999999999996                              1.8725345914039875                                51.46443651090715
35                                                2.5                                               200                                               500                                               0.051666666666666666                              2.00180057583505                                  25.6447890876113
35                                                2.5                                               200                                               500                                               0.05333333333333334                               2.096167186617654                                 15.235786002307211
35                                                2.5                                               200                                               500                                               0.055                                             2.1139704276905977                                13.768981610015121
35                                                2.5                                               200                                               500                                               0.05666666666666667                               2.0666900739316936                                17.368789669555113
35                                                2.5                                               200                                               500                                               0.058333333333333334                              1.95140024967866                                  32.97101479791087
35                                                2.5                                               200                                               500                                               0.06                                              1.6666476040159084                                122.23040782726879
35                                                2.5                                               200                                               500                                               0.06166666666666667                               1.277711851942153                                 443.1933014599449
35                                                2.5                                               200                                               500                                               0.06333333333333334                               1.0482688276275163                                971.8787575537189
35                                                2.5                                               200                                               500                                               0.065                                             1.1024007588350566                                810.1720144278544
35                                                2.5                                               200                                               500                                               0.06666666666666667                               1.4957122387837622                                222.15196369077506
35                                                2.5                                               200                                               500                                               0.06833333333333333                               1.9426912598452317                                34.68672767982201
35                                                2.5                                               200                                               500                                               0.07                                              2.089346303998384                                 15.676431997654287
35                                                2.5                                               200                                               500                                               0.07166666666666667                               2.1158400225789595                                13.620504057014395
35                                                2.5                                               200                                               500                                               0.07333333333333333                               2.075448542375323                                 16.66849580076142
35                                                2.5                                               200                                               500                                               0.075                                             1.9663421306419722                                30.42048931415114
35                                                2.5                                               200                                               500                                               0.07666666666666666                               1.708820782783657                                 104.45436970944307
35                                                2.5                                               200                                               500                                               0.07833333333333334                               1.311901637172583                                 397.37576842333937
35                                                2.5                                               200                                               500                                               0.08                                              1.067254734256465                                 908.2456432590978
35                                                2.5                                               200                                               500                                               0.08166666666666667                               1.1119290365022982                                773.753342001814
35                                                2.5                                               200                                               500                                               0.08333333333333334                               1.5001666524299155                                219.85332606275716
35                                                2.5                                               200                                               500                                               0.08499999999999999                               1.9434836935828768                                34.52260203385451
35                                                2.5                                               200                                               1000                                              0                                                 0.052137008883224444                              1199.9992691505192
35                                                2.5                                               200                                               1000                                              0.003333333333333333                              1.949990056832899                                 33.236215679104696
35                                                2.5                                               200                                               1000                                              0.006666666666666666                              1.934811027360303                                 36.41608443285943
35                                                2.5                                               200                                               1000                                              0.009999999999999998                              1.8224222782651502                                62.81420866493566
35                                                2.5                                               200                                               1000                                              0.013333333333333332                              1.7503378609725428                                84.88927242510404
35                                                2.5                                               200                                               1000                                              0.016666666666666666                              1.8566536159397962                                54.52929170298695
35                                                2.5                                               200                                               1000                                              0.019999999999999997                              1.9473907321063446                                33.73743757036518
35                                                2.5                                               200                                               1000                                              0.02333333333333333                               1.9326443626441345                                36.92488185280205
35                                                2.5                                               200                                               1000                                              0.026666666666666665                              1.824221958355596                                 62.30765627464639
35                                                2.5                                               200                                               1000                                              0.03                                              1.7520204805318014                                84.26536380115134
35                                                2.5                                               200                                               1000                                              0.03333333333333333                               1.8566284034898777                                54.534491863407624
35                                                2.5                                               200                                               1000                                              0.03666666666666667                               1.9473901998474945                                33.737541891828236
35                                                2.5                                               200                                               1000                                              0.039999999999999994                              1.932644348620068                                 36.92488519582749
35                                                2.5                                               200                                               1000                                              0.04333333333333333                               1.824221995182942                                 62.30764600266433
35                                                2.5                                               200                                               1000                                              0.04666666666666666                               1.752020491906827                                 84.26535961835796
35                                                2.5                                               200                                               1000                                              0.049999999999999996                              1.8566284040010295                                54.53449175796915
35                                                2.5                                               200                                               1000                                              0.051666666666666666                              1.9660109355849318                                30.47235048399325
35                                                2.5                                               200                                               1000                                              0.05333333333333334                               2.108801732128328                                 14.198305093721359
35                                                2.5                                               200                                               1000                                              0.055                                             2.16587405595388                                  10.627142395763482
35                                                2.5                                               200                                               1000                                              0.05666666666666667                               2.155786174848526                                 11.11031694115409
35                                                2.5                                               200                                               1000                                              0.058333333333333334                              2.0688404666383726                                17.19089741496858
35                                                2.5                                               200                                               1000                                              0.06                                              1.8983486926635724                                47.24307098845129
35                                                2.5                                               200                                               1000                                              0.06166666666666667                               1.550977635178577                                 183.76073890889768
35                                                2.5                                               200                                               1000                                              0.06333333333333334                               1.1892789078719261                                578.1795764461301
35                                                2.5                                               200                                               1000                                              0.065                                             1.0065559055555535                                1161.43820048548
35                                                2.5                                               200                                               1000                                              0.06666666666666667                               1.1000962916480528                                819.60235252864
35                                                2.5                                               200                                               1000                                              0.06833333333333333                               1.4647142632581989                                239.4972374631197
35                                                2.5                                               200                                               1000                                              0.07                                              1.894230527091731                                 47.86220151809521
35                                                2.5                                               200                                               1000                                              0.07166666666666667                               2.098106490692648                                 15.115489484461722
35                                                2.5                                               200                                               1000                                              0.07333333333333333                               2.1365004334065794                                12.18391307149956
35                                                2.5                                               200                                               1000                                              0.075                                             2.0751197793812852                                16.69365803621221
35                                                2.5                                               200                                               1000                                              0.07666666666666666                               1.917547584362868                                 40.94703992971675
35                                                2.5                                               200                                               1000                                              0.07833333333333334                               1.5892762330123364                                164.54191059158003
35                                                2.5                                               200                                               1000                                              0.08                                              1.2265297342061212                                512.0099946297065
35                                                2.5                                               200                                               1000                                              0.08166666666666667                               1.0341119733744173                                1027.2645131269753
35                                                2.5                                               200                                               1000                                              0.08333333333333334                               1.1238126026731003                                733.4188201666303
35                                                2.5                                               200                                               1000                                              0.08499999999999999                               1.4831352916845655                                228.79145010018814
35                                                2.5                                               200                                               1500                                              0                                                 0.07097611588083265                               1199.9992691505201
35                                                2.5                                               200                                               1500                                              0.003333333333333333                              1.9214600862144404                                39.81647961706987
35                                                2.5                                               200                                               1500                                              0.006666666666666666                              1.9557433636471917                                32.18247062603357
35                                                2.5                                               200                                               1500                                              0.009999999999999998                              1.8210459503032692                                63.20788344838147
35                                                2.5                                               200                                               1500                                              0.013333333333333332                              1.6979169565735446                                110.6792407296898
35                                                2.5                                               200                                               1500                                              0.016666666666666666                              1.823563569092397                                 62.491905546428754
35                                                2.5                                               200                                               1500                                              0.019999999999999997                              1.961899669240038                                 31.13268927122175
35                                                2.5                                               200                                               1500                                              0.02333333333333333                               1.9570762797627346                                31.948648075594015
35                                                2.5                                               200                                               1500                                              0.026666666666666665                              1.8263531542532132                                61.71951548494511
35                                                2.5                                               200                                               1500                                              0.03                                              1.6988856863726218                                110.36226165552087
35                                                2.5                                               200                                               1500                                              0.03333333333333333                               1.8236943196792421                                62.45521791848056
35                                                2.5                                               200                                               1500                                              0.03666666666666667                               1.961912155116357                                 31.130636225428695
35                                                2.5                                               200                                               1500                                              0.039999999999999994                              1.957076972376527                                 31.94852754143728
35                                                2.5                                               200                                               1500                                              0.04333333333333333                               1.8263531108514865                                61.71952733550974
35                                                2.5                                               200                                               1500                                              0.04666666666666666                               1.6988856494512636                                110.36227369512943
35                                                2.5                                               200                                               1500                                              0.049999999999999996                              1.8236943146975728                                62.4552193153786
35                                                2.5                                               200                                               1500                                              0.051666666666666666                              1.9272243454190474                                38.267642477535034
35                                                2.5                                               200                                               1500                                              0.05333333333333334                               2.059148874725857                                 18.026024133909186
35                                                2.5                                               200                                               1500                                              0.055                                             2.16277737545614                                  10.770460876145577
35                                                2.5                                               200                                               1500                                              0.05666666666666667                               2.1937345190929665                                9.505250166241067
35                                                2.5                                               200                                               1500                                              0.058333333333333334                              2.1447639249413357                                11.69711733218412
35                                                2.5                                               200                                               1500                                              0.06                                              2.0314058552581193                                21.000196217441367
35                                                2.5                                               200                                               1500                                              0.06166666666666667                               1.8334560364986943                                59.84626707353191
35                                                2.5                                               200                                               1500                                              0.06333333333333334                               1.541046315112753                                 189.6858022697348
35                                                2.5                                               200                                               1500                                              0.065                                             1.3143877518805116                                393.00195333689663
35                                                2.5                                               200                                               1500                                              0.06666666666666667                               1.2779139127407702                                442.96770736659437
35                                                2.5                                               200                                               1500                                              0.06833333333333333                               1.4590050134738837                                243.08083055128017
35                                                2.5                                               200                                               1500                                              0.07                                              1.7714765444718579                                77.73773302260142
35                                                2.5                                               200                                               1500                                              0.07166666666666667                               2.0146997899318406                                23.373709346611896
35                                                2.5                                               200                                               1500                                              0.07333333333333333                               2.1194378544363586                                13.344302307254505
35                                                2.5                                               200                                               1500                                              0.075                                             2.1117363474948174                                13.95106458914896
35                                                2.5                                               200                                               1500                                              0.07666666666666666                               2.009819696430102                                 24.180627377492563
35                                                2.5                                               200                                               1500                                              0.07833333333333334                               1.795672522422581                                 71.05855400423717
35                                                2.5                                               200                                               1500                                              0.08                                              1.4920701759255055                                224.02329897408052
35                                                2.5                                               200                                               1500                                              0.08166666666666667                               1.265187978119692                                 457.7889752037007
35                                                2.5                                               200                                               1500                                              0.08333333333333334                               1.2329558348684428                                501.8707140398527
35                                                2.5                                               200                                               1500                                              0.08499999999999999                               1.4198652951340198                                271.8473785780552
35                                                2.5                                               200                                               200                                               0                                                 0.03252084073772548                               1199.9992691505208
35                                                2.5                                               200                                               200                                               0.003333333333333333                              1.8979744196246968                                47.2985673808001
35                                                2.5                                               200                                               200                                               0.006666666666666666                              1.8891848265715019                                48.64711243804782
35                                                2.5                                               200                                               200                                               0.009999999999999998                              1.859833111991939                                 53.88246611600986
35                                                2.5                                               200                                               200                                               0.013333333333333332                              1.8504843914080547                                55.83641972810777
35                                                2.5                                               200                                               200                                               0.016666666666666666                              1.8743346133144212                                51.141706245051594
35                                                2.5                                               200                                               200                                               0.019999999999999997                              1.8979388790402925                                47.30384517999176
35                                                2.5                                               200                                               200                                               0.02333333333333333                               1.889137482275584                                 48.654619452275746
35                                                2.5                                               200                                               200                                               0.026666666666666665                              1.859832858754682                                 53.88251693563888
35                                                2.5                                               200                                               200                                               0.03                                              1.8504843899746033                                55.83642004014299
35                                                2.5                                               200                                               200                                               0.03333333333333333                               1.8743346133421286                                51.14170624011975
35                                                2.5                                               200                                               200                                               0.03666666666666667                               1.897938879045373                                 47.303845179237186
35                                                2.5                                               200                                               200                                               0.039999999999999994                              1.8891374822756097                                48.65461945227167
35                                                2.5                                               200                                               200                                               0.04333333333333333                               1.8598328587546813                                53.882516935639025
35                                                2.5                                               200                                               200                                               0.04666666666666666                               1.850484389974603                                 55.8364200401431
35                                                2.5                                               200                                               200                                               0.049999999999999996                              1.8743346133421281                                51.14170624011984
35                                                2.5                                               200                                               200                                               0.051666666666666666                              1.9680418653118918                                30.157354399784257
35                                                2.5                                               200                                               200                                               0.05333333333333334                               2.0138776599740704                                23.50558641684568
35                                                2.5                                               200                                               200                                               0.055                                             2.0161261955777148                                23.14862702573617
35                                                2.5                                               200                                               200                                               0.05666666666666667                               1.9779681572042784                                28.715332586870304
35                                                2.5                                               200                                               200                                               0.058333333333333334                              1.8904600372123106                                48.4459204417278
35                                                2.5                                               200                                               200                                               0.06                                              1.72210057448658                                  97.17316244564074
35                                                2.5                                               200                                               200                                               0.06166666666666667                               1.5527170084077433                                182.7683808028478
35                                                2.5                                               200                                               200                                               0.06333333333333334                               1.5276757907427096                                198.43091486624218
35                                                2.5                                               200                                               200                                               0.065                                             1.663390886297975                                 123.60181973337545
35                                                2.5                                               200                                               200                                               0.06666666666666667                               1.8540073854000858                                55.081338783127904
35                                                2.5                                               200                                               200                                               0.06833333333333333                               1.965330144736758                                 30.579566798296078
35                                                2.5                                               200                                               200                                               0.07                                              2.0126733364162233                                23.701678704686014
35                                                2.5                                               200                                               200                                               0.07166666666666667                               2.0149968802846225                                23.326442840820025
35                                                2.5                                               200                                               200                                               0.07333333333333333                               1.9778258842701755                                28.734928713482514
35                                                2.5                                               200                                               200                                               0.075                                             1.890512405281126                                 48.437699592362314
35                                                2.5                                               200                                               200                                               0.07666666666666666                               1.7221241829490588                                97.16121491341681
35                                                2.5                                               200                                               200                                               0.07833333333333334                               1.5527207868134871                                182.76623919648716
35                                                2.5                                               200                                               200                                               0.08                                              1.5276785625504934                                198.42900178195583
35                                                2.5                                               200                                               200                                               0.08166666666666667                               1.6633923064791047                                123.60121380107343
35                                                2.5                                               200                                               200                                               0.08333333333333334                               1.8540072537725834                                55.08136656038705
35                                                2.5                                               200                                               200                                               0.08499999999999999                               1.9653301386998436                                30.57956775271267
