Time;Corrente
0.127966667;9.954197921
0.128;10.31754019
0.128033333;10.67706737
0.128066667;11.03256926
0.1281;11.38419267
0.128133333;11.72987321
0.128166667;12.07376422
0.1282;12.4169508
0.128233333;12.75159406
0.128266667;13.08012178
0.1283;13.40455433
0.128333333;13.72620619
0.128366667;14.04778322
0.1284;14.35993452
0.128433333;14.66521125
0.128466667;14.96407502
0.1285;15.25688949
0.128533333;15.53957068
0.128566667;15.81842105
0.1286;16.0946884
0.128633333;16.3682698
0.128666667;16.63911305
0.1287;16.9071937
0.128733333;17.17251246
0.128766667;17.43533653
0.1288;17.69530477
0.128833333;17.95246082
0.128866667;18.20653097
0.1289;18.45776298
0.128933333;18.70628757
0.128966667;18.95137394
0.129;19.19237645
0.129033333;19.43017881
0.129066667;19.6650616
0.1291;19.89738375
0.129133333;20.12508089
0.129166667;20.34962997
0.1292;20.57145691
0.129233333;20.78984213
0.129266667;21.00461423
0.1293;21.2159222
0.129333333;21.42346042
0.129366667;21.62690297
0.1294;21.82558121
0.129433333;22.01750838
0.129466667;22.21129255
0.1295;22.39699724
0.129533333;22.58149265
0.129566667;22.76086376
0.1296;22.93425772
0.129633333;23.10019463
0.129666667;23.25776843
0.1297;23.41324326
0.129733333;23.56530313
0.129766667;23.71664413
0.1298;23.86655644
0.129833333;24.01453778
0.129866667;24.16015488
0.1299;24.30345385
0.129933333;24.44458589
0.129966667;24.58409035
0.13;24.72177434
0.130033333;24.85729952
0.130066667;24.99044001
0.1301;25.12106342
0.130133333;25.24520641
0.130166667;25.36012769
0.1302;25.4946372
0.130233333;25.62173736
0.130266667;25.74101601
0.1303;25.85800667
0.130333333;25.97314071
0.130366667;26.08619638
0.1304;26.19658765
0.130433333;26.30416719
0.130466667;26.40981716
0.1305;26.5129578
0.130533333;26.61366132
0.130566667;26.71117663
0.1306;26.80699125
0.130633333;26.89888129
0.130666667;26.98830414
0.1307;27.07744691
0.130733333;27.16323098
0.130766667;27.2459067
0.1308;27.32633687
0.130833333;27.40364892
0.130866667;27.47815703
0.1309;27.55056877
0.130933333;27.6209348
0.130966667;27.68845298
0.131;27.75276746
0.131033333;27.81373381
0.131066667;27.88148747
0.1311;27.93976195
0.131133333;27.99505968
0.131166667;28.0481006
0.1312;28.09923673
0.131233333;28.1482651
0.131266667;28.19564948
0.1313;28.24063897
0.131333333;28.28339778
0.131366667;28.32328629
0.1314;28.35969102
0.131433333;28.3950626
0.131466667;28.42491478
0.1315;28.44921346
0.131533333;28.47968877
0.131566667;28.51254594
0.1316;28.53509826
0.131633333;28.55474544
0.131666667;28.57162293
0.1317;28.58653439
0.131733333;28.59962626
0.131766667;28.60993431
0.1318;28.61753289
0.131833333;28.62336136
0.131866667;28.62707642
0.1319;28.62827316
0.131933333;28.62693023
0.131966667;28.62317556
0.132;28.61680492
0.132033333;28.60696118
0.132066667;28.59446583
0.1321;28.57848255
0.132133333;28.56337209
0.132166667;28.54264034
0.1322;28.5212211
0.132233333;28.49537035
0.132266667;28.46782599
0.1323;28.43761771
0.132333333;28.40485334
0.132366667;28.36881188
0.1324;28.32993371
0.132433333;28.28829538
0.132466667;28.24500309
0.1325;28.19918344
0.132533333;28.15054608
0.132566667;28.09914898
0.1326;28.04565977
0.132633333;27.98829882
0.132666667;27.92677714
0.1327;27.86764254
0.132733333;27.80164345
0.132766667;27.729866
0.1328;27.65703091
0.132833333;27.58732995
0.132866667;27.5101132
0.1329;27.42987738
0.132933333;27.34662415
0.132966667;27.26036676
0.133;27.17099726
0.133033333;27.07832293
0.133066667;26.9824219
0.1331;26.88321116
0.133133333;26.78067091
0.133166667;26.67482916
0.1332;26.5656952
0.133233333;26.45336147
0.133266667;26.33764304
0.1333;26.21840872
0.133333333;26.09544558
0.133366667;25.96936703
0.1334;25.83270463
0.133433333;25.70434526
0.133466667;25.57354889
0.1335;25.43355798
0.133533333;25.28896235
0.133566667;25.14088294
0.1336;24.99047576
0.133633333;24.837566
0.133666667;24.68209143
0.1337;24.52279085
0.133733333;24.36029281
0.133766667;24.19415595
0.1338;24.0249541
0.133833333;23.85241112
0.133866667;23.67557973
0.1339;23.49474589
0.133933333;23.3126004
0.133966667;23.12869361
0.134;22.93348507
0.134033333;22.71770653
0.134066667;22.50321399
0.1341;22.28422429
0.134133333;22.0575232
0.134166667;21.82252159
0.1342;21.58043435
0.134233333;21.33149573
0.134266667;21.07638666
0.1343;20.81655069
0.134333333;20.55112083
0.134366667;20.27952558
0.1344;20.00136554
0.134433333;19.71632026
0.134466667;19.42883857
